;name;average_sentiment;cat_detailed;cat_sites_reduced_more;average_age;average_way_travel;latitud;longitud;address;area;rating;user_age_encoded;way_travel_encoded;sentiment_encoded;destination_encoded;cat_sites_reduced_more_encoded
3336;Ermita de Nuestra Señora de la Antigua;history_freak;historic_building;historic building, museums and archaeological rests;old;in family;40,3824256;-3,7525167;C. de Monseñor Oscar Romero, 92, 28047 Madrid, España;Euskadi;4,4;2;3;4;4;1
3337;Ermita de Santa Águeda;history_freak;historic_building;historic building, museums and archaeological rests;adult;in groups;43,1482433;-2,9818501;Malkuartu Bidea, 4, 01400 Laudio, Araba, España;Euskadi;4;1;2;4;4;1
3338;Torre-Palacio de Muntsaratz;history_freak;historic_building;historic building, museums and archaeological rests;young;in couple;43,1448249;-2,6026091;Muntsaratz Auzoa, 17A, 48220 Abadiño, Bizkaia, España;Euskadi;4,3;0;1;4;4;1
3339;Iglesia Santa María de la Asunción;history_freak;religious;religious;adult;in family;43,2674706;-2,4932427;Avenida Xemein, 25, 48270 Markina-Xemein, Biscay, España;Euskadi;4,7;1;3;4;4;5
3340;Iglesia Asunción de Nuestra Señora;history_freak;religious;religious;adult;in groups;40,4522442;-3,6684669;28002, C/ de Gabriel y Galán, 17, 28002 Madrid, España;Euskadi;4,6;1;2;4;4;5
3341;Iglesia de San Andrés (Elciego);history_freak;religious;religious;adult;in couple;42,5142265;-2,6168986;Concepción Kalea, 22, 01340 Eltziego, Araba, España;Euskadi;4,4;1;1;4;4;5
3342;Casa Gótica (Areatza);history_freak;historic_building;historic building, museums and archaeological rests;young;in couple;42,8821002;-8,5427972;Rúa de San Miguel dos Agros, 4, 15704 Santiago de Compostela, A Coruña, España;Euskadi;4,3;0;1;4;4;1
3343;Iglesia de San Martín (Arama);history_freak;religious;religious;young;in couple;43,0636804;-2,1656224;Arama Plaza, 8, 20248 Arama, Gipuzkoa, España;Euskadi;4;0;1;4;4;5
3344;Palacio de Arratabe (actual ayuntamiento);history_freak;historic_building;historic building, museums and archaeological rests;old;alone;43,0365023;-2,5043839;Otalora Kalea, 1, 20550 Aretxabaleta, Gipuzkoa, España;Euskadi;4;2;0;4;4;1
3345;Casa-Torre de Galartza;history_freak;historic_building;historic building, museums and archaeological rests;old;in family;43,0426408;-2,5176047;Galartza Elizaurrea Auzoa, 7, 20550 Aretxabaleta, Gipuzkoa, España;Euskadi;4,3;2;3;4;4;1
3346;Parroquia de Nuestra Señora de la Asunción (Aretxabaleta);history_freak;historic_building;historic building, museums and archaeological rests;old;in family;43,0362155;-2,5045215;Herriko Plaza, 4, 20550 Aretxabaleta, Gipuzkoa, España;Euskadi;4,4;2;3;4;4;1
3347;Iglesia de Nuestra Señora de la Asunción (Elvillar);history_freak;religious;religious;old;in family;42,568806;-2,5444369;Plaza Santa Maria, 20, 01309 Bilar, Álava, España;Euskadi;4,8;2;3;4;4;5
3348;Palacio Otalora;history_freak;historic_building;historic building, museums and archaeological rests;adult;in couple;42,8715859;-2,617452;Barrio del medio, 7, 01520 Zurbano, Álava, España;Euskadi;0;1;1;4;4;1
3349;Casa-Torre Otalora;history_freak;historic_building;historic building, museums and archaeological rests;young;in couple;43,0273023;-2,4924314;Aozaratza Elizaurrea Auzunea, 2, 20550 Aretxabaleta, Gipuzkoa, España;Euskadi;4,3;0;1;4;4;1
3350;Murallas de Salinillas de Buradón;history_freak;historic_building;historic building, museums and archaeological rests;young;in family;42,6346615;-2,8318327;Hospital Kalea, 9, 01212 Gatzaga Buradon, Araba, España;Euskadi;0;0;3;4;4;1
3351;Antiguo Ayuntamiento;history_freak;historic_building;historic building, museums and archaeological rests;young;in groups;43,3235611;-1,9851378;E-5 20003, Gipuzkoa, España;Euskadi;5;0;2;4;4;1
3352;Iglesia de Nuestra Señora de la Asunción (Labastida);history_freak;religious;religious;old;in couple;42,5904361;-2,7926386;De la Paz Plaza, 13, 01330 Labastida, Araba, España;Euskadi;4,7;2;1;4;4;5
3353;Casa consistorial de Labastida;history_freak;historic_building;historic building, museums and archaeological rests;young;in couple;42,590178;-2,7931561;De la Paz Plaza, 1, 01330 Labastida, Araba, España;Euskadi;4,1;0;1;4;4;1
3354;Iglesia de San Juan Bautista (Laguardia);history_freak;religious;religious;old;in family;42,5525993;-2,5846186;San Juan Plaza, 5, 01300 Guardia, Araba, España;Euskadi;4,5;2;3;4;4;5
3355;Iglesia de San Miguel de Elexabeitia;history_freak;religious;religious;young;in family;43,132951;-2,790007;Lugar Barrio Elejabeitia, 6B, 48142 Artea, Bizkaia, España;Euskadi;4,5;0;3;4;4;5
3356;Ayuntamiento de Arrasate-Mondragón;history_freak;historic_building;historic building, museums and archaeological rests;adult;in groups;43,0657589;-2,4899541;Herriko Plaza, 1, 20500 Arrasate, Gipuzkoa, España;Euskadi;4;1;2;4;4;1
3357;Palacio de Bañez de Artazubiaga;history_freak;historic_building;historic building, museums and archaeological rests;young;in groups;43,0648865;-2,4902081;Artazubiaga Baserria, 22, 20500 Arrasate, Gipuzkoa, España;Euskadi;0;0;2;4;4;1
3358;Iglesia de San Miguel de Linares;history_freak;religious;religious;old;in couple;43,2508973;-3,2213507;Lugar Barrio San Miguel de Linares, 1B, 48879 San Miguel de Linares, Biscay, España;Euskadi;0;2;1;4;4;5
3359;Palacio de Monterrón;history_freak;historic_building;historic building, museums and archaeological rests;young;in couple;43,0664491;-2,4916793;Palacio de Monterrón, 20500 Mondragón, Gipuzkoa, España;Euskadi;3,897146933;0;1;4;4;1
3360;Ayuntamiento de Balmaseda;history_freak;historic_building;historic building, museums and archaeological rests;adult;in family;43,196245;-3,1930836;San Severino Pl., 1, 48800 Balmaseda, Biscay, España;Euskadi;4,4;1;3;4;4;1
3361;Palacio de Okendo;history_freak;historic_building;historic building, museums and archaeological rests;old;in couple;43,1796048;-3,069996;Oxirando Auzoa, 1, 48192 Gordexola, Bizkaia, España;Euskadi;4,4;2;1;4;4;1
3362;Convento de Santa Clara;history_freak;historic_building;historic building, museums and archaeological rests;adult;in family;43,1363625;-2,0720186;Calle de Sta Klara, 2, 20400 Tolosa, Gipuzkoa, España;Euskadi;3,9;1;3;4;4;1
3363;Ermita de San Roque de Kolitza;history_freak;historic_building;historic building, museums and archaeological rests;old;in family;43,2008413;-3,2504886;Lugar Barrio el Peñueco, 21F, 48800, Bizkaia, España;Euskadi;4,7;2;3;4;4;1
3364;Torre del Condestable de Fontecha;history_freak;historic_building;historic building, museums and archaeological rests;adult;alone;42,7469776;-3,0276793;01423 Lantarón, Álava, España;Euskadi;4,5;1;0;4;4;1
3365;Fábrica de Boinas La Encartada;history_freak;historic_building;historic building, museums and archaeological rests;adult;alone;43,1761567;-3,2125338;Barrio, El Peñueco Kalea, 11, 48800 Balmaseda, Biscay, España;Euskadi;4,7;1;0;4;4;1
3366;Torre de los Orgaz de Fontecha;history_freak;historic_building;historic building, museums and archaeological rests;old;in couple;42,7447638;-3,0249891;01423 Fontecha, Álava, España;Euskadi;4,1;2;1;4;4;1
3367;Murallas de Labraza de Oyón;history_freak;historic_building;historic building, museums and archaeological rests;adult;alone;42,5666487;-2,4166632;Felix Garay Ibilbidea, 01322 Labraza, Araba, España;Euskadi;4,5;1;0;4;4;1
3368;Ermita de Nuestra Señora de la Peña de Faido;history_freak;historic_building;historic building, museums and archaeological rests;old;in groups;42,6649982;-2,6541871;01216 Faidu, Álava, España;Euskadi;4,8;2;2;4;4;1
3369;Casa Consistorial de Asteasu;history_freak;historic_building;historic building, museums and archaeological rests;old;alone;43,193329;-2,097154;Lege Zaharren enparantza, z/g, 20159 Asteasu, Gipuzkoa, España;Euskadi;3,9;2;0;4;4;1
3370;Palacio de Murgia;history_freak;historic_building;historic building, museums and archaeological rests;old;in family;43,2812531;-1,9486707;20115 Astigarraga, Gipuzkoa, España;Euskadi;4,4;2;3;4;4;1
3371;Parroquia de Santa María de la Asunción;history_freak;historic_building;historic building, museums and archaeological rests;old;in groups;43,2674706;-2,4932427;Avenida Xemein, 25, 48270 Markina-Xemein, Biscay, España;Euskadi;4,7;2;2;4;4;1
3372;Puente de Trespuentes;history_freak;historic_building;historic building, museums and archaeological rests;old;in groups;42,8439428;-2,7885428;Zadorra Ibaia, Álava, España;Euskadi;4,6;2;2;4;4;1
3373;Iglesia de San Juan Bautista (Salvatierra);history_freak;religious;religious;young;in couple;42,8500517;-2,3887211;Mayor Kalea, 23, 01200 Agurain, Araba, España;Euskadi;4,6;0;1;4;4;5
3374;Iglesia de Santa María (Salvatierra/Agurain);history_freak;religious;religious;young;in couple;42,8541005;-2,3895097;Mayor Kalea, 82, 01200 Agurain, Araba, España;Euskadi;4,4;0;1;4;4;5
3375;Monasterio cisterciense de Barria;history_freak;historic_building;historic building, museums and archaeological rests;old;in couple;42,9159309;-2,4347748;Bernardo Deuna kalea, 2, 01208 Barria, Araba, España;Euskadi;5;2;1;4;4;1
3376;Iglesia de Nuestra Señora de La Asunción (Tuesta);history_freak;religious;religious;young;in couple;42,8092619;-3,024314;La Iglesia Kalea, 11, 01423 Tuesta, Araba, España;Euskadi;4,8;0;1;4;4;5
3377;Túnel de San Adrián;history_freak;historic_building;historic building, museums and archaeological rests;young;alone;42,9351275;-2,303236;Unnamed Road,, 20215 Zegama, Gipuzkoa, España;Euskadi;4,2;0;0;4;4;1
3378;Archivo Histórico Provincial de Álava;history_freak;historic_building;historic building, museums and archaeological rests;adult;in family;42,8364356;-2,6683873;Zumakadi Ibilbidea, 21, 01006 Gasteiz, Araba, España;Euskadi;5;1;3;4;4;1
3379;Casco Antiguo de Vitoria-Gasteiz;history_freak;historic_building;historic building, museums and archaeological rests;old;in family;42,8496724;-2,6725366;Casco Viejo, Vitoria-Gasteiz, Álava, España;Euskadi;3,897146933;2;3;4;4;1
3380;Casa-Torre de Balda;history_freak;historic_building;historic building, museums and archaeological rests;old;in groups;43,1798354;-2,3096615;Calle Nagusia, 99, 20720 Azkoitia, Gipuzkoa, España;Euskadi;3,5;2;2;4;4;1
3381;Torre de Idiakez (Etxe Beltz);history_freak;historic_building;historic building, museums and archaeological rests;young;in family;43,178223;-2,3112101;Kale Nagusia, s/n, 20720 Azkoitia, Gipuzkoa, España;Euskadi;4,6;0;3;4;4;1
3382;Caserío Artabene;history_freak;historic_building;historic building, museums and archaeological rests;young;in groups;43,2595663;-2,5586915;Bo. Zeinka-Ziarregi, 35, 48279 Ziortza-Bolibar, Biscay, España;Euskadi;4,9;0;2;4;4;1
3383;Palacio Floreaga;history_freak;historic_building;historic building, museums and archaeological rests;old;in couple;43,1770215;-2,3064993;Julio Urkijo Hiribidea, 25, 20720 Azkoitia, Gipuzkoa, España;Euskadi;4,3;2;1;4;4;1
3384;Palacio Insausti;history_freak;historic_building;historic building, museums and archaeological rests;adult;in groups;43,1770215;-2,3064993;Julio Urkijo Hiribidea, 25, 20720 Azkoitia, Gipuzkoa, España;Euskadi;4,3;1;2;4;4;1
3385;Iglesia de San Miguel Arcángel;history_freak;religious;religious;young;in couple;43,2197204;-3,0274207;48820, Biscay, España;Euskadi;5;0;1;4;4;5
3386;Casa del Cordón;history_freak;historic_building;historic building, museums and archaeological rests;adult;in couple;42,8483183;-2,67032;Casa del Cordón, C. Cuchillería, 24, 01001 Vitoria-Gasteiz, Álava, España;Euskadi;3,897146933;1;1;4;4;1
3387;Convento y claustro de San Francisco;history_freak;historic_building;historic building, museums and archaeological rests;old;in couple;42,3370688;-7,860506;Rúa Emilia Pardo Bazán, 32004 Ourense, España;Euskadi;4,7;2;1;4;4;1
3388;Palacio Villasuso;history_freak;historic_building;historic building, museums and archaeological rests;adult;in groups;42,8474577;-2,6722308;Pl. del Matxete, 1, 01001 Vitoria-Gasteiz, Álava, España;Euskadi;4,4;1;2;4;4;1
3389;Palacio Escoriaza-Esquivel;history_freak;historic_building;historic building, museums and archaeological rests;adult;alone;42,8494991;-2,6730231;C. Fray Zacarías Martínez, 5, 01001 Vitoria-Gasteiz, Álava, España;Euskadi;4,4;1;0;4;4;1
3390;Iglesia de San Vicente Mártir;history_freak;religious;religious;young;in family;42,8474975;-2,6715118;Cuesta de San Vicente, 4, 01001 Gasteiz, Araba, España;Euskadi;4,5;0;3;4;4;5
3391;Iglesia de San Pedro Apóstol;history_freak;religious;religious;young;alone;42,8481387;-2,6748376;Fundadora de las Siervas de Jesus Kalea, 2, 01001 Vitoria, Álava, Araba, España;Euskadi;4,4;0;0;4;4;5
3392;Faro de Matxitxako;history_freak;historic_building;historic building, museums and archaeological rests;young;alone;43,4542125;-2,7528956;Kalea Arene Pelaio Deuna, 60, 48370 Vizcaya, Biscay, España;Euskadi;4,5;0;0;4;4;1
3393;Palacio Augustín Zulueta;history_freak;historic_building;historic building, museums and archaeological rests;adult;in groups;42,842671;-2,6773171;Senda Ibilbidea, 2, 01007 Gasteiz, Araba, España;Euskadi;4,2;1;2;4;4;1
3394;Iglesia de Santa Eufemia;history_freak;religious;religious;old;alone;43,4193009;-2,7207059;Eupeme Deuna Kalea, 2, 48370 Bermeo, Bizkaia, España;Euskadi;4,3;2;0;4;4;5
3395;Iglesia de Santa María (Bermeo);history_freak;religious;religious;old;in family;43,4205295;-2,722408;Bidebarrieta Kalea, 2, 48370 Bermeo, Bizkaia, España;Euskadi;4,1;2;3;4;4;5
3396;Puerta de la muralla de San Juan;history_freak;historic_building;historic building, museums and archaeological rests;adult;alone;43,4211897;-2,7230281;Arresi Kalea, 44, 48370 Bermeo, Bizkaia, España;Euskadi;4,5;1;0;4;4;1
3397;Torre de Ercilla;history_freak;historic_building;historic building, museums and archaeological rests;adult;alone;43,4203793;-2,7210858;Andramari Kalea, 3, 48370 Bermeo, Bizkaia, España;Euskadi;4,4;1;0;4;4;1
3398;Iglesia de San Juan Evangelista;history_freak;religious;religious;adult;alone;42,8534013;-2,7315719;Crispijana Entitatea, 5, 01195 Krispiña, Araba, España;Euskadi;0;1;0;4;4;5
3399;Santuario de Nuestra Señora de Andikoa;history_freak;historic_building;historic building, museums and archaeological rests;adult;in couple;43,1862373;-2,5910235;Lugar Barrio Andikoa, 12BIS, 48240 Andikoa, Biscay, España;Euskadi;0;1;1;4;4;1
3400;Ermita de Nuestra Señora de Urrategi;history_freak;historic_building;historic building, museums and archaeological rests;adult;in groups;43,1788567;-2,9021168;Udiarraga Kalea, 65, 48490 Ugao-Miraballes, Bizkaia, España;Euskadi;4,6;1;2;4;4;1
3401;Casa-Torre Enparan;history_freak;historic_building;historic building, museums and archaeological rests;adult;in family;43,1844518;-2,2628469;Casa Emparán, Foru Pasealekua Ibilbidea, 18, 20730 Azpeitia, Gipuzkoa, España;Euskadi;3,897146933;1;3;4;4;1
3402;Iglesia de San Severino;history_freak;religious;religious;old;in family;42,9566411;-2,7354398;Elizalde Kalea, 2, 01138 Ondategi, Araba, España;Euskadi;4,4;2;3;4;4;5
3403;Ayuntamiento de Bilbao;history_freak;historic_building;historic building, museums and archaeological rests;adult;in couple;43,2640387;-2,9231855;Ernesto Erkoreka Plaza, 12, 48007 Bilbo, Bizkaia, España;Euskadi;4,2;1;1;4;4;1
3404;Santuario de Nuestra Señora de la Encina;history_freak;historic_building;historic building, museums and archaeological rests;old;alone;43,1272255;-3,1356484;Arteko Aldapa, 2, 01474 Artziniega, Araba, España;Euskadi;4,6;2;0;4;4;1
3405;Casco Medieval de Artziniega;history_freak;historic_building;historic building, museums and archaeological rests;adult;alone;43,1231557;-3,1323653;Arteko Aldapa, 12, 01474 Artziniega, Araba, España;Euskadi;4,7;1;0;4;4;1
3406;Ermita de Nuestra Señora de Olatz;history_freak;historic_building;historic building, museums and archaeological rests;adult;alone;43,180062;-2,2786026;20730 Azpeitia, Gipuzkoa, España;Euskadi;4,5;1;0;4;4;1
3407;Ermita de Santa María Magdalena;history_freak;historic_building;historic building, museums and archaeological rests;old;alone;40,6543275;-3,7713571;Tr.ª de la Magdalena, 4A, 28770 Colmenar Viejo, Madrid, España;Euskadi;5;2;0;4;4;1
3408;Convento de la Encarnación;history_freak;historic_building;historic building, museums and archaeological rests;old;alone;43,2536878;-2,920745;Encarnacion Plaza, 9, 48006 Bilbo, Bizkaia, España;Euskadi;4,4;2;0;4;4;1
3409;Edificio de la Hacienda Estatal;history_freak;historic_building;historic building, museums and archaeological rests;old;in groups;43,2626031;-2,9353927;Federico Moyúa Plaza, 3, 48009 Bilbao, Vizcaya, Bizkaia, España;Euskadi;2,8;2;2;4;4;1
3410;Iglesia de los Santos Juanes;history_freak;religious;religious;adult;in couple;43,2578038;-2,9222762;Gurutze Kalea, 4, 48005 Bilbo, Bizkaia, España;Euskadi;4,3;1;1;4;4;5
3411;Iglesia de San Nicolás;history_freak;religious;religious;young;in couple;43,2601587;-2,9228081;San Nikolas Plazatxoa, s/n, 48006 Bilbo, Bizkaia, España;Euskadi;4,3;0;1;4;4;5
3412;Iglesia de San Pedro;history_freak;religious;religious;young;in couple;43,3258731;-1,9253537;Faro Ibilbidea, 2B, 20110 Pasaia, Gipuzkoa, España;Euskadi;5;0;1;4;4;5
3413;Iglesia de San Vicente Mártir de Abando;history_freak;religious;religious;old;in groups;43,2636293;-2,9280674;Done Bikendi Plaza, 3, 48001 Bilbo, Bizkaia, España;Euskadi;4,6;2;2;4;4;5
3414;Parque de Doña Casilda Iturrizar;history_freak;historic_building;historic building, museums and archaeological rests;young;in groups;43,2658246;-2,9406963;48009 Bilbao, Biscay, España;Euskadi;4,5;0;2;4;4;1
3415;Teatro Campos Elíseos;history_freak;historic_building;historic building, museums and archaeological rests;adult;alone;43,2595866;-2,9312939;C. de Bertendona, 3 bis, 3 bis, 48008 Bilbo, Bizkaia, España;Euskadi;4,5;1;0;4;4;1
3416;Iglesia de la Asunción de Santa María (Lekeitio);history_freak;religious;religious;old;in groups;43,3631845;-2,5027052;Abaroa Kalea, s/n, 48280 Lekeitio, Bizkaia, España;Euskadi;4,4;2;2;4;4;5
3417;Iglesia de Santa María de Axpe;history_freak;religious;religious;young;in family;43,3825061;-2,700624;Axpe Auzoa, 2, 48350 Busturi-Axpe, Bizkaia, España;Euskadi;3,5;0;3;4;4;5
3418;Palacio de Chirapozu;history_freak;historic_building;historic building, museums and archaeological rests;adult;in couple;43,2633872;-2,9355908;Federico Moyúa Plaza, 5, 48009 Bilbo, Bizkaia, España;Euskadi;4,5;1;1;4;4;1
3419;Molino de Zamakola;history_freak;historic_building;historic building, museums and archaeological rests;adult;in couple;43,3546827;-2,6638171;Ozollo Auzoa, 4, 48314 Gautegiz-Arteagako, Biscay, España;Euskadi;4,7;1;1;4;4;1
3420;Central hidroeléctrica Errotazar;history_freak;historic_building;historic building, museums and archaeological rests;adult;alone;43,1120581;-2,7204718;Landaxuela Auzoa, 6, 48141, Biscay, España;Euskadi;0;1;0;4;4;1
3421;Convento de los Agustinos Descalzos (San Agustin Kultur Gunea);history_freak;historic_building;historic building, museums and archaeological rests;young;in couple;43,1672094;-2,6328618;San Agustinalde Kalea, 12, 48200 Durango, Bizkaia, España;Euskadi;4,5;0;1;4;4;1
3422;Arco de Santa Ana;history_freak;historic_building;historic building, museums and archaeological rests;young;in couple;43,1657721;-2,6320561;Santanoste Kalea, 2, 48200 Durango, Bizkaia, España;Euskadi;4,5;0;1;4;4;1
3423;Casa Consistorial de Durango;history_freak;historic_building;historic building, museums and archaeological rests;adult;in groups;43,1669014;-2,6320159;Zeharkalea Kalea, 3, 48200 Durango, Bizkaia, España;Euskadi;0;1;2;4;4;1
3424;Cruz de Kurutziaga;history_freak;historic_building;historic building, museums and archaeological rests;old;in family;43,1682105;-2,6280092;Kurutziaga Kalea, s/n, 48200 Durango, Bizkaia, España;Euskadi;4,1;2;3;4;4;1
3425;Iglesia de San Pedro de Tabira;history_freak;religious;religious;young;in couple;43,161053;-2,6318088;Tabira Kalea, 37, 48200 Durango, Bizkaia, España;Euskadi;4,3;0;1;4;4;5
3426;Iglesia San Juan Evangelista;history_freak;religious;religious;young;alone;42,9238053;-2,6915979;Etorbide Kalea, 11, 01196 Mendarozketa, Araba, España;Euskadi;2;0;0;4;4;5
3427;Ermita de Santa Catalina;history_freak;historic_building;historic building, museums and archaeological rests;adult;in couple;43,4105052;-2,6976684;Santa Katalina Kalea, s/n, Mundaka, Biscay, España;Euskadi;4,7;1;1;4;4;1
3428;Palacio de Lazarraga;history_freak;historic_building;historic building, museums and archaeological rests;young;in family;42,8858151;-2,3469136;Iturribarri Auzoa, 9, 01208 Zalduendo de Álava, Álava, España;Euskadi;0;0;3;4;4;1
3429;Torre de Negorta;history_freak;historic_building;historic building, museums and archaeological rests;young;in couple;43,1242493;-3,0381202;01477, Álava, España;Euskadi;0;0;1;4;4;1
3430;Palacio Garai Goitia;history_freak;historic_building;historic building, museums and archaeological rests;adult;alone;43,1938607;-2,6120537;San Migel Auzoa, 22, 48200 Garai, Biscay, España;Euskadi;4;1;0;4;4;1
3431;Ermita de Santa Cruz;history_freak;historic_building;historic building, museums and archaeological rests;old;in family;43,2661937;-3,233435;48879 Santa Cruz, Biscay, España;Euskadi;4,3;2;3;4;4;1
3432;Parroquia de San Sebastián de Soreasu;history_freak;historic_building;historic building, museums and archaeological rests;young;in family;43,1858263;-2,2642283;Perez Arregi Plaza, 3, 20730 Azpeitia, Gipuzkoa, España;Euskadi;4,5;0;3;4;4;1
3433;Iglesia de Santa María (Ondarroa);history_freak;religious;religious;young;in couple;43,3206954;-2,4209565;Ipar kale Kalea, 3, 48700 Ondarroa, Bizkaia, España;Euskadi;3,9;0;1;4;4;5
3434;Casa Torre de los Loiola;history_freak;historic_building;historic building, museums and archaeological rests;old;in groups;43,1740964;-2,2824045;20730, Loiola Auzoa Gunea, 16, 20730 Loiola, Gipuzkoa, España;Euskadi;4,7;2;2;4;4;1
3435;Canteras de Andrabide;history_freak;historic_building;historic building, museums and archaeological rests;young;in groups;43,326179;-2,733455;87G8+FJ, 48309 Errigoiti, Bizkaia, España;Euskadi;0;0;2;4;4;1
3436;Palacio Patrokua;history_freak;historic_building;historic building, museums and archaeological rests;adult;alone;43,2672733;-2,4949383;Xemein Hiribidea, 13, 48270 Markina-Xemein, Bizkaia, España;Euskadi;4,2;1;0;4;4;1
3437;Iglesia parroquial de Santa María;history_freak;religious;religious;old;in groups;43,2131004;-3,0955748;Euskadi Plaza, 48840 Gueñes, Bizkaia, España;Euskadi;4,4;2;2;4;4;5
3438;Ermita de San Miguel de Arretxinaga;history_freak;historic_building;historic building, museums and archaeological rests;adult;in family;43,2714658;-2,495063;Arretxinaga Hiribidea, 24, 48270 Markina-Xemein, Bizkaia, España;Euskadi;4,6;1;3;4;4;1
3439;Iglesia y cementerio de Santa María de la Asunción de Xemein;history_freak;religious;religious;young;in family;43,2674706;-2,4932427;Avenida Xemein, 25, 48270 Markina-Xemein, Biscay, España;Euskadi;4,7;0;3;4;4;5
3440;Ermita de Nuestra Señora de Loinaz;history_freak;historic_building;historic building, museums and archaeological rests;adult;alone;43,0514943;-2,2119924;Barrio de Loinatz, 14, 20200 Loinatz, Gipuzkoa, España;Euskadi;4,4;1;0;4;4;1
3441;Conjunto Monumental de Igartza;history_freak;historic_building;historic building, museums and archaeological rests;old;in family;43,0472843;-2,2089858;Igartzako Plaza, 1, 20200 Beasain, Gipuzkoa, España;Euskadi;4,6;2;3;4;4;1
3442;Castillo de Arteaga;history_freak;historic_building;historic building, museums and archaeological rests;old;in family;43,35202;-2,654287;Castillo de la Emperatriz Eugenia de Montijo, Gaztelubide Kalea, 7, 48314, Vizcaya, España;Euskadi;3,897146933;2;3;4;4;1
3443;Convento Hospital de Sasiola;history_freak;historic_building;historic building, museums and archaeological rests;adult;in groups;43,2733657;-2,3712938;20820 Deba, Gipuzkoa, España;Euskadi;5;1;2;4;4;1
3444;Castillo de Muñatones;history_freak;historic_building;historic building, museums and archaeological rests;young;in couple;43,3238527;-3,1095044;Barrio San Martin, 48550 Muskiz, Biscay, España;Euskadi;4,1;0;1;4;4;1
3445;Basílica de Santa María de Uribarri;history_freak;historic_building;historic building, museums and archaeological rests;young;alone;43,1682092;-2,6311158;Uribarri Kalea, s/n, 48200 Durango, Bizkaia, España;Euskadi;4,5;0;0;4;4;1
3446;Palacio de Etxezarreta;history_freak;historic_building;historic building, museums and archaeological rests;young;in family;43,2634461;-2,2364283;20749 Etxezarreta, Gipuzkoa, España;Euskadi;3,897146933;0;3;4;4;1
3447;Iglesia de Santa Ana;history_freak;religious;religious;adult;alone;43,2477695;-2,9088264;Guisasola Juan Kalea, 8, 48004 Bilbo, Bizkaia, España;Euskadi;4,5;1;0;4;4;5
3448;Torre Sasiola;history_freak;historic_building;historic building, museums and archaeological rests;old;alone;43,2733657;-2,3712938;20820 Deba, Gipuzkoa, España;Euskadi;5;2;0;4;4;1
3449;Iglesia de San Andrés (Ibarrangelu);history_freak;religious;religious;adult;in family;43,3902049;-2,6313706;Lekua Barrio Elexalde, 1A, 48311 Ibarranguelua, Bizkaia, España;Euskadi;4,3;1;3;4;4;5
3450;Molino de marea Ozollo Errota;history_freak;historic_building;historic building, museums and archaeological rests;adult;alone;43,3546827;-2,6638171;Ozollo Auzoa, 4, 48314 Gautegiz-Arteagako, Biscay, España;Euskadi;4,7;1;0;4;4;1
3451;Ermita de San Roque;history_freak;historic_building;historic building, museums and archaeological rests;adult;alone;40,4952335;-3,6832973;Cam. San Roque, 10, 28034 Madrid, España;Euskadi;3,3;1;0;4;4;1
3452;Basílica de San Martín de Loinaz;history_freak;historic_building;historic building, museums and archaeological rests;adult;in couple;43,0514943;-2,2119924;Barrio de Loinatz, 14, 20200 Loinatz, Gipuzkoa, España;Euskadi;4,4;1;1;4;4;1
3453;Palacio Udetxea;history_freak;historic_building;historic building, museums and archaeological rests;adult;alone;43,3055625;-1,9920069;Palacio de Aiete, Aiete Pasealekua, 65, 2, 20009 Donostia-San Sebastian, Gipuzkoa, España;Euskadi;4,7;1;0;4;4;1
3454;Parroquia de Nuestra Señora de la Asunción (Beasain);history_freak;historic_building;historic building, museums and archaeological rests;adult;in family;43,0487787;-2,1965831;Andre Mari Kalea, 0, 20200 Beasain, Gipuzkoa, España;Euskadi;4;1;3;4;4;1
3455;Fuente de Berriozabaleta;history_freak;historic_building;historic building, museums and archaeological rests;young;in couple;43,1432184;-2,560076;48230 Elorrio, Biscay, España;Euskadi;4,5;0;1;4;4;1
3456;Basílica de la Purísima Concepción;history_freak;historic_building;historic building, museums and archaeological rests;young;in groups;43,1301979;-2,542593;Gernikako Arbola Plaza, 1, 48230 Elorrio, Bizkaia, España;Euskadi;4,6;0;2;4;4;1
3457;Fábrica de Astra-Unceta y Cía;history_freak;historic_building;historic building, museums and archaeological rests;young;in groups;43,3092033;-2,6781321;Goikoibarra Kalea, 1, 48300 Gernika-Lumo, Bizkaia, España;Euskadi;0;0;2;4;4;1
3458;Iglesia de San Agustín de Etxebarria;history_freak;religious;religious;old;in family;43,1307391;-2,5601396;Bo. San Agustín, 34, 48230 San Agustín, Biscay, España;Euskadi;4,3;2;3;4;4;5
3459;Palacio de Arespakotxaga-Mendibil;history_freak;historic_building;historic building, museums and archaeological rests;old;in groups;43,1307926;-2,5439786;Calle Don Tello, 1, 48230 Elorrio, Bizkaia, España;Euskadi;4,1;2;2;4;4;1
3460;Palacio de Tola;history_freak;historic_building;historic building, museums and archaeological rests;old;in groups;43,1293258;-2,5385216;San Bizente Kalea, 1, 48230 Elorrio, Bizkaia, España;Euskadi;4,6;2;2;4;4;1
3461;Núcleo histórico de Bergara;history_freak;historic_building;historic building, museums and archaeological rests;adult;in family;43,1174962;-2,4131622;San Martin Agirre Plaza, 1, 20570 Bergara, Gipuzkoa, España;Euskadi;0;1;3;4;4;1
