;name;average_sentiment;cat_detailed;cat_sites_reduced_more;average_age;average_way_travel;latitud;longitud;address;area;rating;user_age_encoded;way_travel_encoded;sentiment_encoded;destination_encoded;cat_sites_reduced_more_encoded
0;Teatro Flamenco Madrid;history_freak;theater;experiences, cultural centers, theaters and music;old;in family;40,4232579;-3,704502;C. del Pez, 10, 28004 Madrid, España;Madrid;4,7;2;3;4;1;4
1;Urban Safari;adventurous;experience;experiences, cultural centers, theaters and music;old;in groups;40,4043001;-3,6946702;Calle de las Delicias, 9, 28045 Madrid, España;Madrid;4,9;2;2;1;1;4
2;Museo Gran Via 15;artsy;museum;historic building, museums and archaeological rests;young;alone;40,4197502;-3,7002221;C/ Gran Vía, 15, Local, 28013 Madrid, España;Madrid;4,4;0;0;0;1;1
3;Parque Princesa Leonor;relax;park;town, parks or lookouts;adult;alone;40,4881078;-3,6194053;F9RJ+4F, 28055 Madrid, España;Madrid;4,4;1;0;2;1;2
4;Parque Juan Pablo II;relax;park;town, parks or lookouts;young;alone;40,4547766;-3,6268508;Av. de Machupichu, 1, 28043 Madrid, España;Madrid;4,5;0;0;2;1;2
5;Nomad Museo Inmersivo;artsy;museum;historic building, museums and archaeological rests;young;in groups;40,4232977;-3,7102486;C/ Gran Vía, 78, Local Museo, 28013 Madrid, España;Madrid;3,3;0;2;0;1;1
6;El Abrazo;history_freak;sculpture;points of interest, like squares and sculptures;young;in family;40,4251981;-3,6880535;28001 Madrid, España;Madrid;5;0;3;4;1;3
7;Capilla de la Cuadra de San Isidro;history_freak;religious;religious;adult;in couple;40,4127758;-3,7100024;C. del Pretil de Santisteban, 3, 28005 Madrid, España;Madrid;4,6;1;1;4;1;5
8;El Bosque Encantado;curious;park;town, parks or lookouts;young;in couple;40,3477646;-4,4037607;Camino de Marañones, 217, 28680 San Martín de Valdeiglesias, Madrid, España;Madrid;3,9;0;1;3;1;2
9;Transparencias;artsy;sculpture;points of interest, like squares and sculptures;young;alone;40,4440461;-3,6781588;C. del Príncipe de Vergara, 136, 28002 Madrid, España;Madrid;0;0;0;0;1;3
10;Madrid Private Tour;history_freak;experience;experiences, cultural centers, theaters and music;adult;in couple;40,4165329;-3,7104442;Calle de Santiago, 18, 28013 Madrid, España;Madrid;4,8;1;1;4;1;4
11;Escuela de cocina Conversa;history_freak;food;food, music, seaside, sport and others;young;in family;40,3700398;-3,753329;Av. de Carabanchel Alto, 62, 28044 Madrid, España;Madrid;4,7;0;3;4;1;8
12;Monumento en memoria de los madrileños deportados a Mauthausen;history_freak;experience;experiences, cultural centers, theaters and music;adult;in family;40,4148244;-3,7109589;C. del Rollo, 28005 Madrid, España;Madrid;4,9;1;3;4;1;4
13;Hyper House;artsy;experience;experiences, cultural centers, theaters and music;old;in family;40,3874845;-3,737751;C. Ramón Sainz, 22, local, 28025 Madrid, España;Madrid;5;2;3;0;1;4
14;El perro Paco;history_freak;sculpture;points of interest, like squares and sculptures;young;in family;40,4137643;-3,6971221;C. de Lope de Vega, 23, 28014 Madrid, España;Madrid;4,7;0;3;4;1;3
15;ABC ARCADE 2.0;curious;other;food, music, seaside, sport and others;young;in family;40,4319053;-3,6874425;C. de Serrano, 61, 28006 Madrid, España;Madrid;4,4;0;3;3;1;8
16;Archivo Arkhe;artsy;cultural_center;experiences, cultural centers, theaters and music;old;in groups;40,4075801;-3,6974738;Calle del Dr. Fourquet, 18, planta baja, 28012 Madrid, España;Madrid;5;2;2;0;1;4
17;Opera Gallery Madrid;artsy;art_gallery;contemporary buildings and art galleries;old;alone;40,4283116;-3,6870916;C. de Serrano, 56, 28001 Madrid, España;Madrid;4,7;2;0;0;1;6
18;Madrid In Game. Campus del Videojuego;curious;experience;experiences, cultural centers, theaters and music;young;in couple;40,4128524;-3,7402195;Avenida Principal, 3, 28011 Madrid, España;Madrid;4,8;0;1;3;1;4
19;Centro de Interpretacion del Paisaje de la Luz;artsy;cultural_center;experiences, cultural centers, theaters and music;young;in family;40,4189339;-3,6921521;Plaza Cibeles, 1, 28014 Madrid, España;Madrid;4,7;0;3;0;1;4
20;Escuela de Arte La Palma;artsy;museum;historic building, museums and archaeological rests;young;alone;40,4265718;-3,7058684;C. de la Palma, 46, 28004 Madrid, España;Madrid;4,5;0;0;0;1;1
21;WilkoArt Gallery;artsy;museum;historic building, museums and archaeological rests;young;in couple;40,4084499;-3,6981451;Calle del Dr. Piga, 11, 28012 Madrid, España;Madrid;4,8;0;1;0;1;1
22;UMusic Hotel Teatro Albeniz;artsy;experience;experiences, cultural centers, theaters and music;adult;alone;40,4153449;-3,7041017;C. de la Paz, 11, 28012 Madrid, España;Madrid;4,6;1;0;0;1;4
23;Casa de Velazquez;history_freak;point_of_interest;points of interest, like squares and sculptures;old;in family;40,4413492;-3,7303718;C. Paul Guinard, 3, 28040 Madrid, España;Madrid;4,5;2;3;4;1;3
24;Mementorium;curious;experience;experiences, cultural centers, theaters and music;old;in family;40,4083182;-3,704371;C. de Embajadores, 35, 28012 Madrid, España;Madrid;5;2;3;3;1;4
25;Parque de la Gavia;relax;park;town, parks or lookouts;adult;in family;40,3669396;-3,6293368;Av. del Mayorazgo, 26, 28051 Madrid, España;Madrid;4,4;1;3;2;1;2
26;Galeria Hilario Galguera;artsy;art_gallery;contemporary buildings and art galleries;adult;in couple;40,4083129;-3,6961721;Calle del Dr. Fourquet, 12, 28012 Madrid, España;Madrid;5;1;1;0;1;6
27;Plaza de Raffaella Carra;history_freak;historic_building;historic building, museums and archaeological rests;young;alone;40,423107;-3,7009308;Calle de Fuencarral, 45, 28004 Madrid, España;Madrid;4,7;0;0;4;1;1
28;Carlos Sainz Karting Madrid;adventurous;park;town, parks or lookouts;old;alone;40,4065776;-3,7270776;C. de Sepúlveda, 3, 28011 Madrid, España;Madrid;4,3;2;0;1;1;2
29;Espacio Cultural Serreria Belga;history_freak;art_gallery;contemporary buildings and art galleries;old;in groups;40,4105171;-3,6936181;C. de la Alameda, 15, 28014 Madrid, España;Madrid;4,3;2;2;4;1;6
30;On Art Space;artsy;art_gallery;contemporary buildings and art galleries;old;alone;40,4127701;-3,6961411;Calle de Sta. María, 37, 28014 Madrid, España;Madrid;5;2;0;0;1;6
31;Factory of Dreams;artsy;art_gallery;contemporary buildings and art galleries;young;in family;40,3890541;-3,7020092;C. de Carmen Bruguera, 8, 28026 Madrid, España;Madrid;4,2;0;3;0;1;6
32;Corral Cervantes;artsy;art_gallery;contemporary buildings and art galleries;young;in family;40,3939384;-3,6996921;Palacio de Cristal, Parque Madrid Río. Paseo de la Chopera s/n (frente al, 28045 Madrid, España;Madrid;4,2;0;3;0;1;6
33;La Gran;artsy;art_gallery;contemporary buildings and art galleries;adult;in couple;40,3908481;-3,7323909;C. Nicolás Morales, 38, Planta 1. 8B, 28019 Madrid, España;Madrid;4,8;1;1;0;1;6
34;Mala Fama Estudios;artsy;art_gallery;contemporary buildings and art galleries;old;in groups;40,3915536;-3,7325668;Av. de Pedro Diez, 25, 28019 Madrid, España;Madrid;4,8;2;2;0;1;6
35;Nave Oporto;artsy;art_gallery;contemporary buildings and art galleries;old;alone;40,3914932;-3,7326398;Av. de Pedro Diez, 25, Bajo izda y 2° dcha, 28019 Madrid, España;Madrid;4,8;2;0;0;1;6
36;Corner Gallery & Studio;relax;art_gallery;contemporary buildings and art galleries;young;in couple;40,392251;-3,7347278;C. Cañete, 17, 28019 Madrid, España;Madrid;5;0;1;2;1;6
37;Mad is Mad;artsy;art_gallery;contemporary buildings and art galleries;young;alone;40,4236941;-3,6977875;C. de Pelayo, 48, 28004 Madrid, España;Madrid;4,7;0;0;0;1;6
38;Bosque Metropolitano;artsy;park;town, parks or lookouts;adult;in groups;40,445624;-3,7802545;Av. del Talgo, 53, 28023 Madrid, España;Madrid;3,7;1;2;0;1;2
39;MIL Madrid - Madrid Innovation Lab;curious;art_gallery;contemporary buildings and art galleries;old;alone;40,4366276;-3,7048331;de la comunidad, C. de Bravo Murillo, 39, Local interior, 28015 Madrid, España;Madrid;5;2;0;3;1;6
40;El Pasillo Verde Teatro;artsy;art_gallery;contemporary buildings and art galleries;old;in family;40,4007621;-3,7040908;P.º de la Esperanza, 23-25, 28005 Madrid, España;Madrid;4,9;2;3;0;1;6
41;La Sala;artsy;art_gallery;contemporary buildings and art galleries;old;in family;40,4031304;-3,6988327;C. de Palos de la Frontera, 3, local 6, 28012 Madrid, España;Madrid;4,7;2;3;0;1;6
42;Museo de la Hermandad del Refugio;artsy;museum;historic building, museums and archaeological rests;old;alone;40,4226706;-3,7034838;Corre. Baja de San Pablo, 16, 28004 Madrid, España;Madrid;2,2;2;0;0;1;1
43;Galeria F&deO;artsy;art_gallery;contemporary buildings and art galleries;young;alone;40,4237454;-3,6859168;C. de Jorge Juan, 14, local 3, 28001 Madrid, España;Madrid;5;0;0;0;1;6
44;Edificio Bosque de Atocha;curious;historic_building;historic building, museums and archaeological rests;adult;in groups;40,3981917;-3,6818509;C/ del Alberche, 6, 28045 Madrid, España;Madrid;4,5;1;2;3;1;1
45;Emotion!;adventurous;experience;experiences, cultural centers, theaters and music;adult;in family;40,4266339;-3,6734701;C. Naciones, 8, 28006 Madrid, España;Madrid;5;1;3;1;1;4
46;Espinasse31 Contemporary Art Gallery;artsy;art_gallery;contemporary buildings and art galleries;adult;in family;40,4110414;-3,695567;C. de Fúcar, 17, 28014 Madrid, España;Madrid;4,7;1;3;0;1;6
47;"Homenaje a ""La Cabina"" de Antonio Mercero";history_freak;sculpture;points of interest, like squares and sculptures;young;in couple;40,4326453;-3,7070727;28015 Madrid, España;Madrid;4,4;0;1;4;1;3
48;MAD (Madrid Artes Digitales) Centro de Experiencias Inmersivas;artsy;art_gallery;contemporary buildings and art galleries;young;alone;40,3914473;-3,6992328;Matadero Madrid, Pl. de Legazpi, 8, Nave 16, 28045 Madrid, España;Madrid;4,6;0;0;0;1;6
49;La Nave Sanchez-biria;artsy;art_gallery;contemporary buildings and art galleries;adult;alone;40,4395518;-3,6256939;C. de Valentín Beato, 11, 28037 Madrid, España;Madrid;5;1;0;0;1;6
50;Veta Galeria;artsy;art_gallery;contemporary buildings and art galleries;old;in family;40,3899967;-3,7185609;C. de Antoñita Jiménez, 31, 43, 28019 Madrid, España;Madrid;4,9;2;3;0;1;6
51;Colegio Aleman;history_freak;historic_building;historic building, museums and archaeological rests;old;alone;40,5067138;-3,7044126;C. Monasterio de Guadalupe, 7, 28949 Madrid, España;Madrid;4,2;2;0;4;1;1
52;Distrito Telefonica;history_freak;contemporary_building;contemporary buildings and art galleries;old;alone;40,514722;-3,663333;Distrito Telefónica, 28050 Madrid, España;Madrid;3,90931677;2;0;4;1;6
53;NCC;history_freak;contemporary_building;contemporary buildings and art galleries;old;alone;40,4486476;-3,6941203;Pl. de Manuel Gómez-Moreno, 2, 28020 Madrid, España;Madrid;5;2;0;4;1;6
54;Carabanchel 17;history_freak;contemporary_building;contemporary buildings and art galleries;young;in couple;40,3803983;-3,7405871;Pl. Carabanchel, 17, 28025 Madrid, España;Madrid;3,90931677;0;1;4;1;6
55;El Biombo;history_freak;contemporary_building;contemporary buildings and art galleries;adult;in groups;40,4454806;-3,7885435;Av. de Europa, 38, 28224 Pozuelo de Alarcón, Madrid, España;Madrid;4,5;1;2;4;1;6
56;Ecobulevar de Vallecas;history_freak;contemporary_building;contemporary buildings and art galleries;old;in family;40,3723565;-3,6298813;C. Bulevar de la Naturaleza, 13G, 28031 Madrid, España;Madrid;4;2;3;4;1;6
57;Vallecas 23;history_freak;contemporary_building;contemporary buildings and art galleries;old;in couple;40,377641;-3,6278945;28031 Madrid, España;Madrid;0;2;1;4;1;6
58;La Torre Negra;history_freak;contemporary_building;contemporary buildings and art galleries;adult;in groups;40,3658486;-3,5884947;C. de José Antonio Rebolledo y Palma, 24, 28051 Madrid, España;Madrid;3,3;1;2;4;1;6
59;HosPunto de interésal Universitario Infanta Leonor;history_freak;contemporary_building;contemporary buildings and art galleries;adult;in groups;40,3863827;-3,6180021;Av. Gran Vía del Este, 80, 28031 Madrid, España;Madrid;2,9;1;2;4;1;6
60;Edificio Endesa;history_freak;contemporary_building;contemporary buildings and art galleries;adult;in couple;40,4597511;-3,6181542;C. de la Ribera del Loira, 60, Planta 4 A, 28042 Madrid, España;Madrid;3,9;1;1;4;1;6
61;Virtual Zone;adventurous;park;town, parks or lookouts;young;in family;40,4514914;-3,6943452;Pl. de Carlos Trías Bertrán, 3, Planta 1, 28020 Madrid, España;Madrid;4,9;0;3;1;1;2
62;Legends. The Home of football;adventurous;museum;historic building, museums and archaeological rests;old;in family;40,4166575;-3,7022106;Prta del Sol, 2, 28014 Madrid, España;Madrid;4,9;2;3;1;1;1
63;Peque Story;adventurous;other;food, music, seaside, sport and others;adult;in couple;40,4171009;-3,7094513;C. de la Escalinata, 7, 28013 Madrid, España;Madrid;5;1;1;1;1;8
64;Cementerio de la Florida;history_freak;point_of_interest;points of interest, like squares and sculptures;adult;in family;40,4268155;-3,7247964;P.º del Rey, 3, 28008 Madrid, España;Madrid;4;1;3;4;1;3
65;Pabellon de los Hexagonos;history_freak;historic_building;historic building, museums and archaeological rests;old;in groups;40,4127662;-3,7421882;28011 Madrid, España;Madrid;4,1;2;2;4;1;1
66;Cementerio Sacramental de San Justo;history_freak;point_of_interest;points of interest, like squares and sculptures;old;in groups;40,4050893;-3,7249276;P.º de la Ermita del Santo, 70, 28019 Madrid, España;Madrid;4,2;2;2;4;1;3
67;Multiespacio La Strada;history_freak;contemporary_building;contemporary buildings and art galleries;old;in family;40,4572908;-3,6467264;C. del Moscatelar, 31, 28043 Madrid, España;Madrid;4,8;2;3;4;1;6
68;Palacio de Maudes;history_freak;historic_building;historic building, museums and archaeological rests;young;in groups;40,4464817;-3,7010995;C. de Maudes, 17, 28003 Madrid, España;Madrid;4,4;0;2;4;1;1
69;Grada Magica;history_freak;sport;food, music, seaside, sport and others;old;in family;40,398702;-3,6660991;C. de Emilio Ortuño, 20, 28038 Madrid, España;Madrid;4,7;2;3;4;1;8
70;Espacio Garaje Lola;history_freak;contemporary_building;contemporary buildings and art galleries;old;alone;40,4682037;-3,7062553;C. Sorgo, 53, 28029 Madrid, España;Madrid;4,4;2;0;4;1;6
71;Escuela de Chocolate de Madrid;curious;food;food, music, seaside, sport and others;old;in family;40,4469684;-3,6700266;C. de López de Hoyos, 133, 28002 Madrid, España;Madrid;5;2;3;3;1;8
72;Galeria Jose de la Mano;artsy;art_gallery;contemporary buildings and art galleries;adult;alone;40,416898;-3,695968;C. de Zorrilla, 21, 28014 Madrid, España;Madrid;4,5;1;0;0;1;6
73;Parque Caleido;relax;park;town, parks or lookouts;old;in family;40,4782247;-3,6900926;C. de Pedro Rico, s/n, 28029 Madrid, España;Madrid;4,5;2;3;2;1;2
74;Galeria Azur Madrid;artsy;experience;experiences, cultural centers, theaters and music;young;in family;40,4224288;-3,6964961;Calle Válgame Dios, 6, 28004 Madrid, España;Madrid;4,5;0;3;0;1;4
75;TU TUK TUK;adventurous;experience;experiences, cultural centers, theaters and music;old;in groups;40,4181348;-3,7099469;Pl. de Isabel II, 4, 28013 Madrid, España;Madrid;5;2;2;1;1;4
76;600 Tour Madrid;adventurous;experience;experiences, cultural centers, theaters and music;adult;alone;40,4130117;-3,7006629;C. de Atocha, 38, 28012 Madrid, España;Madrid;5;1;0;1;1;4
77;Iglesia de Santa Teresa de Jesus y San Jose;history_freak;religious;religious;adult;in groups;40,4225658;-3,7148757;Pl. de España, 14, 28008 Madrid, España;Madrid;4,4;1;2;4;1;5
78;Santuario de Nuestra Señora de Valverde;history_freak;religious;religious;old;in family;40,5158885;-3,6860256;Poligono UZI0007 Montecarmelo, 51, 28049 Madrid, España;Madrid;4,5;2;3;4;1;5
79;La noria de agua de El Retiro;history_freak;sculpture;points of interest, like squares and sculptures;old;in couple;40,4105014;-3,6835018;P.º de Fernán Núñez, 4, 28009 Madrid, España;Madrid;4,2;2;1;4;1;3
80;Iglesia Parroquial de San Matias;history_freak;religious;religious;young;in couple;40,4728367;-3,640731;C. del Mar de Bering, 12, 28033 Madrid, España;Madrid;4,4;0;1;4;1;5
81;Habitacion Numero 34;artsy;art_gallery;contemporary buildings and art galleries;old;alone;40,3784814;-3,7125877;Av Cerro de los Ángeles, 34, 28026 Madrid, España;Madrid;4,8;2;0;0;1;6
82;Mirador de la Cornisa del Palacio Real;curious;lookout;town, parks or lookouts;adult;in couple;40,4163691;-3,7153812;C. de Bailén, 6, 28013 Madrid, España;Madrid;4,6;1;1;3;1;2
83;Auditorio al aire libre del parque forestal de Entrevias;relax;music;experiences, cultural centers, theaters and music;old;in groups;40,3701255;-3,669447;28053 Madrid, España;Madrid;4,4;2;2;2;1;4
84;Finca de Vista Alegre;curious;contemporary_building;contemporary buildings and art galleries;adult;in groups;40,3821972;-3,7387888;28025 Madrid, España;Madrid;4,4;1;2;3;1;6
85;Exlimite;artsy;theater;experiences, cultural centers, theaters and music;adult;in couple;40,3809489;-3,7092179;C. Primitiva Gañán, 5, 28026 Madrid, España;Madrid;4,6;1;1;0;1;4
86;Velazquez Tech Museum;curious;museum;historic building, museums and archaeological rests;old;in couple;40,4144401;-3,7045875;C. de Atocha, 12, 28012 Madrid, España;Madrid;4,1;2;1;3;1;1
87;Wonder Tours;history_freak;experience;experiences, cultural centers, theaters and music;young;alone;40,4165329;-3,7104442;Calle de Santiago, 18, 28013 Madrid, España;Madrid;4,8;0;0;4;1;4
88;Las letras de Madrid Rio;curious;point_of_interest;points of interest, like squares and sculptures;old;in family;40,4179192;-3,7229105;Autop. de Circunvalación M-30, 28011 Madrid, España;Madrid;4,6;2;3;3;1;3
89;Cementerio Britanico;history_freak;point_of_interest;points of interest, like squares and sculptures;old;in family;40,3950416;-3,7225824;C. Comandante Fontanes, 7, 28019 Madrid, España;Madrid;4,4;2;3;4;1;3
90;"Mural ""La union hace la fuerza"" (Barrio de la Concepcion)";history_freak;other;food, music, seaside, sport and others;old;alone;40,437078;-3,6488245;C. de José del Hierro, 14, 28027 Madrid, España;Madrid;0;2;0;4;1;8
91;Capilla del HosPunto de interésal de la Venerable Orden Tercera;history_freak;religious;religious;old;in groups;40,4089372;-3,71382;C. de San Bernabé, 13, 28005 Madrid, España;Madrid;3;2;2;4;1;5
92;Ministerio de Hacienda (Real Casa de la Aduana);history_freak;contemporary_building;contemporary buildings and art galleries;young;in couple;40,417579;-3,7012842;C. de Alcalá, 9, 28014 Madrid, España;Madrid;3,9;0;1;4;1;6
93;Torre Caleido;history_freak;contemporary_building;contemporary buildings and art galleries;adult;alone;40,4771708;-3,6891997;P.º de la Castellana, 259, E, 28046 Madrid, España;Madrid;4,2;1;0;4;1;6
94;Sala de Exposiciones del Banco de España;curious;art_gallery;contemporary buildings and art galleries;adult;in groups;40,4399516;-3,7339031;Universidad Complutense: Facultad de Bellas Artes, C. Pintor el Greco, 2, 28040 Madrid, España;Madrid;4,5;1;2;3;1;6
95;Galeria de las Colecciones Reales;curious;museum;historic building, museums and archaeological rests;adult;alone;40,4162982;-3,7153283;C. de Bailén, s/n, 28013 Madrid, España;Madrid;3,8;1;0;3;1;1
96;Parque de Bravo Murillo;relax;park;town, parks or lookouts;adult;in family;40,4401705;-3,7039687;C. de Bravo Murillo, 42, 28003 Madrid, España;Madrid;4,3;1;3;2;1;2
97;El Cerro de los Locos;relax;park;town, parks or lookouts;adult;in couple;40,45441;-3,72401;C. de Francos Rodríguez, 1I, 28040 Madrid, España;Madrid;4,5;1;1;2;1;2
98;Galeria Aural;artsy;art_gallery;contemporary buildings and art galleries;old;in groups;40,4245855;-3,6970594;C. de Pelayo, 68, Bajo Izquierda, 28004 Madrid, España;Madrid;5;2;2;0;1;6
99;Virtual Arena;relax;park;town, parks or lookouts;old;alone;40,3968717;-3,6916988;C. de Tomás Bretón, 52, 28045 Madrid, España;Madrid;4,8;2;0;2;1;2
100;Sweet Space Museum;curious;museum;historic building, museums and archaeological rests;adult;in groups;40,4322143;-3,6869647;C. de Serrano, 61, 28006 Madrid, España;Madrid;4,5;1;2;3;1;1
101;IKONO;artsy;art_gallery;contemporary buildings and art galleries;young;in groups;40,4089707;-3,6934418;C. de Sánchez Bustillo, 7, 28012 Madrid, España;Madrid;4,6;0;2;0;1;6
102;Fuente de San Isidro;curious;sculpture;points of interest, like squares and sculptures;young;in groups;40,400619;-3,7257221;P.º de la Ermita del Santo, 72, 28019 Madrid, España;Madrid;4,5;0;2;3;1;3
103;Capilla de San Isidro;history_freak;religious;religious;adult;in couple;40,4127758;-3,7100024;C. del Pretil de Santisteban, 3, 28005 Madrid, España;Madrid;4,6;1;1;4;1;5
104;Madrid Discovery;history_freak;experience;experiences, cultural centers, theaters and music;young;in couple;40,4280521;-3,7147543;C. de la Princesa, 31, 28008 Madrid, España;Madrid;5;0;1;4;1;4
105;Grand Tour Classic;history_freak;experience;experiences, cultural centers, theaters and music;young;in couple;40,4411711;-3,6797119;C. de López de Hoyos, 35, 28002 Madrid, España;Madrid;5;0;1;4;1;4
106;Punto de Informacion Turistica Cuesta de Moyano;history_freak;other;food, music, seaside, sport and others;old;alone;40,40966;-3,6903729;Cuesta de Moyano, Caseta, nº 1, 28014 Madrid, España;Madrid;3;2;0;4;1;8
107;Eco Tuk Tuk;history_freak;experience;experiences, cultural centers, theaters and music;old;in couple;40,4173374;-3,699805;C. de Sevilla, 8, 28014 Madrid, España;Madrid;4,8;2;1;4;1;4
108;Cines Embajadores;relax;other;food, music, seaside, sport and others;young;in couple;40,4008459;-3,6985145;Glorieta Sta. María de la Cabeza, 5, 28045 Madrid, España;Madrid;4,7;0;1;2;1;8
109;Museum of Illusions Madrid;artsy;museum;historic building, museums and archaeological rests;adult;in groups;40,4132777;-3,703867;Calle del Dr Cortezo, 8, 28012 Madrid, España;Madrid;4,1;1;2;0;1;1
110;Centro Emisor de Onda Corta de RNE (Arganda del Rey);history_freak;historic_building;historic building, museums and archaeological rests;old;alone;40,3130597;-3,5097155;28500 Arganda del Rey, Madrid, España;Madrid;3,9;2;0;4;1;1
111;Palacio de la Musica;history_freak;historic_building;historic building, museums and archaeological rests;young;in couple;40,3611506;-3,763036;C. del Palau de la Música, 28054 Madrid, España;Madrid;0;0;1;4;1;1
112;Iglesia de Santa Maria la Blanca;history_freak;religious;religious;young;in family;40,5119935;-3,6957965;C. del Monasterio de Oseira, 25, 28949 Madrid, España;Madrid;4,6;0;3;4;1;5
113;Cafe Naves;artsy;art_gallery;contemporary buildings and art galleries;adult;in family;40,3924897;-3,6973372;P.º de la Chopera, 14, 28045 Madrid, España;Madrid;1,7;1;3;0;1;6
114;Villa Sotera;curious;contemporary_building;contemporary buildings and art galleries;adult;alone;40,4788844;-3,6615005;C. de Vélez Blanco, 128, 28033 Madrid, España;Madrid;0;1;0;3;1;6
115;Nuestra Señora de la Concepcion;curious;historic_building;historic building, museums and archaeological rests;old;alone;40,4248858;-3,6824956;Calle de Goya, 26, 28001 Madrid, España;Madrid;4,6;2;0;3;1;1
116;Edificio Cava de San Miguel 11;curious;historic_building;historic building, museums and archaeological rests;adult;in couple;40,4152614;-3,7083014;Cava de San Miguel, 11, 28005 Madrid, España;Madrid;3,897146933;1;1;3;1;1
117;Edificio del Marques Viudo de Pontejos 1;curious;historic_building;historic building, museums and archaeological rests;young;alone;40,4156627;-3,7044435;C. del Marqués Viudo de Pontejos, 1, 28012 Madrid, España;Madrid;3,897146933;0;0;3;1;1
118;Edificio Montano;curious;historic_building;historic building, museums and archaeological rests;young;in couple;40,4248966;-3,7099554;C. de San Bernardino, 3, 28015 Madrid, España;Madrid;4,5;0;1;3;1;1
119;Edificio Gran Via 34;curious;historic_building;historic building, museums and archaeological rests;old;in family;40,4204647;-3,70403;C/ Gran Vía, 34, 28013 Madrid, España;Madrid;3,897146933;2;3;3;1;1
120;Palacio de la Duquesa de Sueca;curious;historic_building;historic building, museums and archaeological rests;old;in family;40,4117925;-3,7068134;Pl. Duque de Alba, 2, 28012 Madrid, España;Madrid;3,9;2;3;3;1;1
121;Viaje de Agua de Amaniel;curious;historic_building;historic building, museums and archaeological rests;old;in family;40,4507713;-3,7138072;P.º de Juan XXIII, 23, 28040 Madrid, España;Madrid;3,8;2;3;3;1;1
122;Monumento a los Heroes de Baler;curious;sculpture;points of interest, like squares and sculptures;young;alone;40,4299514;-3,7074639;28015 Madrid, España;Madrid;4,6;0;0;3;1;3
123;TeatroLAB Madrid;artsy;theater;experiences, cultural centers, theaters and music;old;alone;40,3918933;-3,7447253;C. Luis Feito, 24, local, 28047 Madrid, España;Madrid;4,9;2;0;0;1;4
124;Spain Top;curious;experience;experiences, cultural centers, theaters and music;old;in couple;40,4293549;-3,6656559;C. de Alcalá, 180, 28028 Madrid, España;Madrid;4,8;2;1;3;1;4
125;Farolero madrileño;history_freak;historic_building;historic building, museums and archaeological rests;old;in groups;40,4139384;-3,7054642;C. de Concepción Jerónima, 14, 28012 Madrid, España;Madrid;4,2;2;2;4;1;1
126;Punto de Informacion Turistica Palacio Real;curious;other;food, music, seaside, sport and others;old;in groups;40,4172768;-3,7129754;Calle Bailen, C. de Requena, esquina, 28013 Madrid, España;Madrid;4;2;2;3;1;8
127;archiTOURSMAD;curious;experience;experiences, cultural centers, theaters and music;old;alone;40,4122552;-3,703833;Pl. de Tirso de Molina, 4, 28012 Madrid, España;Madrid;5;2;0;3;1;4
128;mk2 Institut français de Madrid;relax;other;food, music, seaside, sport and others;young;in groups;40,4247194;-3,6921586;Calle del Marqués de la Ensenada, 12, Local 1, 28004 Madrid, España;Madrid;4,2;0;2;2;1;8
129;Puerta Real del Jardin Botanico;history_freak;sculpture;points of interest, like squares and sculptures;old;alone;40,4124231;-3,6919987;P.º del Prado, 40, 28014 Madrid, España;Madrid;4,6;2;0;4;1;3
130;Puerta de Felipe IV;history_freak;sculpture;points of interest, like squares and sculptures;old;in couple;40,4153068;-3,6886769;C. de Alfonso XII, s/n, 28009 Madrid, España;Madrid;4,6;2;1;4;1;3
131;Fundacion Maria Cristina Masaveu Peterson;artsy;cultural_center;experiences, cultural centers, theaters and music;adult;in groups;40,4266908;-3,6916189;C. de Alcalá Galiano, 6, 28010 Madrid, España;Madrid;4,7;1;2;0;1;4
132;Cine Yelmo Luxury Palafox;relax;other;food, music, seaside, sport and others;young;alone;40,430104;-3,7008803;C. de Luchana, 15, 28010 Madrid, España;Madrid;4,5;0;0;2;1;8
133;Sala Azca;artsy;cultural_center;experiences, cultural centers, theaters and music;adult;alone;40,4519221;-3,6928323;Av. del General Perón, 40, 28020 Madrid, España;Madrid;4,1;1;0;0;1;4
134;Espacio 5.1 (IFEMA MADRID);artsy;cultural_center;experiences, cultural centers, theaters and music;adult;in couple;40,4673614;-3,6192636;Av. del Partenón, 5, 28042 Madrid, España;Madrid;4,5;1;1;0;1;4
135;Soho Club Teatro;artsy;theater;experiences, cultural centers, theaters and music;old;in couple;40,4225654;-3,7119081;Pl. de España, 6, 28013 Madrid, España;Madrid;4,3;2;1;0;1;4
136;Espacio Ibercaja Delicias;artsy;music;experiences, cultural centers, theaters and music;young;in family;40,3980517;-3,6961418;C. de la Batalla del Salado, 49, 28045 Madrid, España;Madrid;3,1;0;3;0;1;4
137;The Ryder;artsy;art_gallery;contemporary buildings and art galleries;adult;in family;40,4065765;-3,7013323;C. de Miguel Servet, 13, 28012 Madrid, España;Madrid;4,6;1;3;0;1;6
138;Vintage City Tours;curious;experience;experiences, cultural centers, theaters and music;young;alone;40,4162615;-3,7088285;Cost.ª de Santiago, 1, primero izquierda, 28013 Madrid, España;Madrid;4,9;0;0;3;1;4
