id,name,Average_sentiment,Google rating,Level of popularity,Increase of popularity,Cat_detailed,address,zipcode,lat,lng,area,other_city,age,way of travel,Latitud_google,Longitud_google,dirección_google,Latitud,Longitud,Dirección,Rating,Precio
3866,A golpe de pedal,relax,,,,experience,,,,,Euskadi,,young,in groups,,,,40.67933540000001,-3.960820899999999,"C. España, 40, 28411 Moralzarzal, Madrid, España",4.1,N/A
3867,Turismo industrial: patrimonio y fábricas en activo,relax,,,,experience,,,,,Euskadi,,young,in groups,,,,43.2599616,-2.9264521,"Bailén Kalea, nº 1, 3º Dep.11, 48005 Bilbo, Bizkaia, España",0,N/A
3868,Desde las alturas,relax,,,,experience,,,42.9790708,-2.3985399,Euskadi,,adult,in couple,,,,,,,,
3869,Sencillamente cercano,relax,,,,experience,,,43.0341127,-2.4171658,Euskadi,,old,alone,,,,42.8631777,-2.3354169,"01207, Álava, España",4.4,N/A
3870,Senderismo en el Parque Natural de Aiako Harria,relax,,,,experience,,,,,Euskadi,,young,in couple,,,,43.2841031,-1.8043834,"Arditurri Bidea, 3, 20180, Gipuzkoa, España",4.7,N/A
3871,Como Nómadas,relax,,,,experience,,,,,Euskadi,,young,in couple,,,,43.3046922,-2.6785499,"Barrio Arana, 1 Bis, 48300, Bizkaia, España",4.9,N/A
3872,Navegar o remar en el Bidasoa y cata de txakoli,relax,,,,experience,,,,,Euskadi,,adult,alone,,,,43.130132,-2.218637,"Illarralde auzoa, 3, 20739 Beizama, Gipuzkoa, España",5,N/A
3873,Parque Natural Aralar: senderismo,relax,,,,experience,,,,,Euskadi,Bedaio | Diseminado,old,alone,429803866.0,-21253854.0,"Parque Natural Aralar, Spain",42.9604657,-2.0993938,"Aia Auzoa Auzoa, 2, 20211 Ataun, Gipuzkoa, España",0,N/A
3874,Durango cultural,relax,,,,experience,,,43.15810810000001,-2.6735412,Euskadi,,young,in couple,3727528.0,-1078800667.0,"Durango, CO, USA",43.1569217,-2.6355928,"Tabira Kalea, 62, 48200 Durango, Bizkaia, España",4.1,N/A
3875,Elorrio: un viaje al pasado,relax,,,,experience,,,43.12955890000001,-2.5423293,Euskadi,,adult,in couple,4312955890000000.0,-25423293.0,"48230 Elorrio, Biscay, Spain",43.1303633,-2.542056,"Balendin Berrio-Otxoa Kalea, 1, 48230 Elorrio, Bizkaia, España",4.6,N/A
3876,Escapada gastronómica al interior de Gipuzkoa,relax,,,,experience,,,43.1382316,-2.071816,Euskadi,,old,in family,430756299.0,-22236667.0,"Gipuzkoa, Spain",43.139315,-2.1537398,"Eliz Bailara, 8, 20496, Gipuzkoa, España",4.7,N/A
3877,Durangaldea: tradiciones y naturaleza,relax,,,,experience,,,43.15810810000001,-2.6735412,Euskadi,,old,in couple,431637542.0,-26387795.0,"Durangaldea, Biscay, Spain",,,,,
3878,"Urdaibai, bosque, txakoli y Museo de la Paz",relax,,,,experience,,,,,Euskadi,,adult,alone,433150254.0,-26785995.0,"Foru Plaza, 1, 48300 Gernika-Lumo, Bizkaia, Spain",43.39420579999999,-2.6881313,"Urdaibai, Biscay, España",4.7,N/A
3879,Senderismo y naturaleza en Urdaibai,relax,,,,experience,,,,,Euskadi,,old,in family,4339420579999990.0,-26881313.0,"Urdaibai Biosphere Reserve, Urdaibai, Bizkaia, Spain",43.39420579999999,-2.6881313,"Urdaibai, Biscay, España",4.7,N/A
3880,Un paseo por el litoral y la prehistoria,relax,,,,experience,,,,,Euskadi,,adult,in couple,,,,,,,,
3881,Aventura Ecuestre,relax,,,,experience,,,,,Euskadi,Salinas de Añana/Gesaltza Añana; Villamaderne,adult,in couple,360562984.0,-56480955.0,"Frente a Camping Tarifa N-340, N-340, Km. 78, 11380 Tarifa, CÃ¡diz, Spain",43.2834949,-3.1637064,"48190 Sopuerta, Biscay, España",4.8,N/A
3882,Aventura en Lea Artibai,relax,,,,experience,,,,,Euskadi,,adult,alone,432824841.0,-25197932.0,"Lea-Artibai, Bizkaia, Spain",43.3621778,-2.4922856,"Playa de Karraspio, 48280 Lekeitio, Biscay, España",4.6,N/A
3883,Descubriendo Markina-Xemein,relax,,,,experience,,,43.267298,-2.49628,Euskadi,,adult,alone,43267298.0,-249628.0,"Markina-Xemein, Biscay, Spain",43.267298,-2.49628,"Marquina-Jeméin, Vizcaya, España",N/A,N/A
3884,Conociendo la parte más rural de Lea Artibai,relax,,,,experience,,,,,Euskadi,,old,in family,432824841.0,-25197932.0,"Lea-Artibai, Bizkaia, Spain",43.3519017,-2.4899464,"Barrio Likona, 8 BIS, 48289, Biscay, España",4.2,N/A
3885,"Conociendo Ispaster y Ogella, la playa donde mar y montaña se unen",relax,,,,experience,,,43.3618594,-2.5439819,Euskadi,,old,in family,43372747.0,-254506.0,"Ogella Hondartza, 48288, Bizkaia, Spain",43.372747,-2.54506,"Playa de Ogeia, 48288, Vizcaya, España",4.6,N/A
3886,"Goierri, pastor por un día. De los pastos a la quesería",relax,,,,experience,,,42.9386797,-2.2598144,Euskadi,Zegama,adult,in couple,43036041.0,-22630393.0,"Goierri, Gipuzkoa, Spain",,,,,
3887,"Goierri, la ruta de Sara. Mitología y Barandiaran",relax,,,,experience,,,43.0079526,-2.1775707,Euskadi,,old,in family,43036041.0,-22630393.0,"Goierri, Gipuzkoa, Spain",,,,,
3888,Bilbao gourmet & Museo Bellas Artes,relax,,,,experience,,,43.2630126,-2.9349852,Euskadi,,adult,in groups,432630126.0,-29349852.0,"Bilbao, Biscay, Spain",43.2657679,-2.9381051,"Museo Plaza, 2, 48009 Bilbo, Bizkaia, España",4.5,N/A
3889,Goierri fin de semana. Territorio BTT,relax,,,,experience,,,,,Euskadi,,old,in groups,43036041.0,-22630393.0,"Goierri, Gipuzkoa, Spain",43.0433624,-2.253241,"San Andres Kalea, 8, 20216 Ormaiztegi, Gipuzkoa, España",4.7,N/A
3890,Pedaleando por Bilbao & Itsasmuseum,relax,,,,experience,,,43.2630126,-2.9349852,Euskadi,,old,in groups,432663726.0,-29461917.0,"RamÃ³n de la Sota Kaia, 1, 48013 Bilbo, Bizkaia, Spain",43.2663726,-2.9461917,"Ramón de la Sota Kaia, 1, 48013 Bilbo, Bizkaia, España",4.4,N/A
3891,Goierri: montañero por un día,relax,,,,experience,,,42.9511111,-2.3475,Euskadi,,adult,in family,43036041.0,-22630393.0,"Goierri, Gipuzkoa, Spain",43.036041,-2.2630393,"Goyerri, Gipuzkoa, España",N/A,N/A
3892,Goierri: Fin de semana en territorio Idiazabal,relax,,,,experience,,,,,Euskadi,,old,in family,43011723.0,-22341217.0,"20213 Idiazabal, Gipuzkoa, Spain",,,,,
3893,Ruta de la gilda y la tortilla & Museo Guggenheim,relax,,,,experience,,,43.2630126,-2.9349852,Euskadi,,young,in groups,407829796.0,-739589706.0,"1071 5th Ave, New York, NY 10128, USA",,,,,
3894,Ruta de los puentes & Euskalmuseoa,relax,,,,experience,,,43.2630126,-2.9349852,Euskadi,,old,in family,4325816.0,-2921586.0,"Unamuno Miguel Plaza, 4, 48006 Bilbo, Bizkaia, Spain",43.2674621,-2.9467176,"Euskalduna Zubia, 48014 Bilbo, Bizkaia, España",4.4,N/A
3895,Goierri: Fin de semana en Basque Highlands,relax,,,,experience,,,,,Euskadi,,old,alone,430337129.0,-22521941.0,"Ormaiztegi Sakabanatua Barreiatua, 16, 20216 Ormaiztegi, Gipuzkoa, Spain",,,,,
3896,Lo mejor del aire y de la tierra,relax,,,,experience,,,,,Euskadi,,adult,in couple,,,,,,,,
3897,Senderismo y cultura a partes iguales en Amurrio,relax,,,,experience,,,,,Euskadi,,adult,in groups,430518654.0,-30013109.0,"01470 Amurrio, Ãlava, Spain",42.9397187,-2.9809947,"01470 Amurrio, Álava, España",4.7,N/A
3898,"Aventura y cultura, deliciosa combinación",relax,,,,experience,,,43.1205796,-3.1294084,Euskadi,,old,in couple,,,,43.2735276,-2.957385,"Aula de Emprendimiento, planta baja Zubiria Etxea, Agirre Lehendakariaren Etorb., 81, 48015 Bilbao, Biscay, España",5,N/A
3899,Una experiencia animal,curious,,,,experience,,,,,Euskadi,Delika,old,alone,,,,,,,,
3900,Arabako Lautada activa sencilla 1 día,curious,,,,experience,,,,,Euskadi,,young,in couple,428737995.0,-25792482.0,"Arabako Lautada, Araba, Spain",,,,,
3901,El Valle Salado,curious,,,,experience,,,42.8024433,-2.9856812,Euskadi,Salinas de Añana/Gesaltza Añana,adult,alone,428004459.0,-29832402.0,"Real Kalea, 32, 01426 Gesaltza AÃ±ana, Araba, Spain",42.8004459,-2.9832402,"Real Kalea, 32, 01426 Gesaltza Añana, Araba, España",4.6,N/A
3902,Arabako Lautada natural 1 día,curious,,,,experience,,,,,Euskadi,,old,in groups,428737995.0,-25792482.0,"Arabako Lautada, Araba, Spain",,,,,
3903,Día Arqueológico,curious,,,,experience,,,,,Euskadi,Estavillo,young,alone,,,,43.2587045,-2.921607,"Mallona Galtzada, 2, 48006 Bilbo, Bizkaia, España",4.5,N/A
3904,"Zarautz, naturaleza y diversión en familia",curious,,,,experience,,,43.284771,-2.1713967,Euskadi,,adult,in couple,43284771.0,-21713967.0,"20800 Zarautz, Gipuzkoa, Spain",43.2892708,-2.1528409,"Sorginmuño Bidea, 20800 Zarautz, Gipuzkoa, España",4.2,N/A
3905,Un día de desafíos en Zarautz,curious,,,,experience,,,,,Euskadi,,young,in groups,43284771.0,-21713967.0,"20800 Zarautz, Gipuzkoa, Spain",43.28676979999999,-2.1759313,"Nafarroa Kalea, 1 w, 20800 Zarautz, Gipuzkoa, España",4.8,N/A
3906,Gastronomía y arte: tour accesible,curious,,,,experience,,,42.850237,-2.6728711,Euskadi,,old,in groups,,,,43.2881809,-1.9871252,"Paseo Juan Avelino Barriola, 101, 20009 Donostia, Gipuzkoa, España",4.5,N/A
3907,Arabako Lautada productores locales y artesanos 1 día,relax,,,,experience,,,42.8493348,-2.388785,Euskadi,,old,in family,428737995.0,-25792482.0,"Arabako Lautada, Araba, Spain",,,,,
3908,"Portugalete, Noble Villa Medieval en la Ría del Nervión",relax,,,,experience,,,43.3182479,-3.0211969,Euskadi,,adult,in couple,433182479.0,-30211969.0,"Portugalete, Biscay, Spain",,,,,
3909,"Santurtzi, ver ballenas",curious,,,,experience,,,43.328128,-3.0336586,Euskadi,,adult,alone,433305968.0,-30308307.0,"48980 Santurtzi, Biscay, Spain",43.3307543,-3.0306356,"48980 Santurtzi, Biscay, España",4.8,N/A
3910,Barakaldo verde,relax,,,,experience,,,43.2969875,-2.9862029,Euskadi,,old,in family,432969875.0,-29862029.0,"Barakaldo, Biscay, Spain",43.2969875,-2.9862029,"Baracaldo, Vizcaya, España",N/A,N/A
3911,Arquitectura del vino en Rioja Alavesa,curious,,,,experience,,,,,Euskadi,,old,alone,425420793.0,-25594214.0,"Rioja Alavesa, Ãlava, Spain",42.5598195,-2.6016329,"Finca San Martín, s/n, 01309 Laguardia, Álava, España",4.9,N/A
3912,Rioja Alavesa de muralla en muralla,curious,,,,experience,,,,,Euskadi,,adult,in family,,,,42.5256418,-2.407578,"El Molino Plaza, 15, 01322 Moreda Araba, Araba, España",0,N/A
3913,Naturaleza y relax Rioja Alavesa,relax,,,,experience,,,,,Euskadi,,young,in couple,425420793.0,-25594214.0,"Rioja Alavesa, Ãlava, Spain",42.5485137,-2.5800921,"Avda, San Raimundo Hiribidea, 15, 01300 Laguardia, Álava, España",4.1,N/A
3914,Los Indianos y su legado,curious,,,,experience,,,,,Euskadi,,young,in couple,,,,,,,,
3915,"Conecta con Gorbeia, un destino ecoturista",relax,,,,experience,,,42.95637929999999,-2.8200531,Euskadi,Murgia,old,in couple,43035.0,-277988.0,"Gorbea, 48144, Biscay, Spain",,,,,
3916,Mar y txakolí en Getxo,relax,,,,experience,,,43.3387367,-3.0081319,Euskadi,,adult,in couple,433387367.0,-30081319.0,"Getxo, Biscay, Spain",43.3390547,-3.0149181,"Puerto Deportivo de Getxo Locales 13-14, 48992 Getxo, Biscay, España",4.2,2
3917,Getxo al completo,relax,,,,experience,,,43.3387367,-3.0081319,Euskadi,,adult,alone,433387367.0,-30081319.0,"Getxo, Biscay, Spain",43.3387367,-3.0081319,"Getxo, Vizcaya, España",N/A,N/A
3918,Getxo gastronómico,relax,,,,experience,,,43.3387367,-3.0081319,Euskadi,,old,alone,433387367.0,-30081319.0,"Getxo, Biscay, Spain",43.3398078,-3.0086767,"Avenida de Algorta, 12, 48992 Getxo, Biscay, España",4.3,2
3919,Getxo desde el mar,curious,,,,experience,,,43.3387367,-3.0081319,Euskadi,,young,in couple,433387367.0,-30081319.0,"Getxo, Biscay, Spain",,,,,
3920,Ruta de los hayedos,relax,,,,experience,,,,,Euskadi,,young,in couple,,,,43.0501925,-2.7131148,"Zubizabala Erreka, Altzusta, Bizkaia, España",4.7,N/A
3921,Viajar en el tiempo desde el caserío tradicional a la casa moderna y villa de Otxandio,relax,,,,historic_building,,,,,Euskadi,,old,alone,430430773.0,-26553349.0,"48210 Otxandio, Biscay, Spain",,,,,
3922,Descubre Orozko: ojo de Atxulaur y yincana por Zubiaur,curious,,,,experience,,,43.1075643,-2.9112964,Euskadi,,adult,in groups,431092667.0,-2910527.0,"Francisco MuÃ±oz Kalea, 4, 48410 Orozko, Bizkaia, Spain",43.0756369,-2.8082453,"48410 Orozko, Biscay, España",4.8,N/A
3923,Historia del vino en Rioja Alavesa,relax,,,,experience,,,,,Euskadi,,young,alone,425420793.0,-25594214.0,"Rioja Alavesa, Ãlava, Spain",42.5528297,-2.5849214,"Mayor Kalea, 68, 01300 Guardia, Araba, España",3.8,N/A
3924,Miradores y paisajes infinitos en la Rioja Alavesa,relax,,,,experience,,,,,Euskadi,,adult,in family,425420793.0,-25594214.0,"Rioja Alavesa, Ãlava, Spain",42.527836,-2.6758357,"01307 Baños de Ebro, Álava, España",4.8,N/A
3925,Aceite y vino en Rioja Alavesa,curious,,,,experience,,,,,Euskadi,,adult,in groups,425420793.0,-25594214.0,"Rioja Alavesa, Ãlava, Spain",42.5686062,-2.6841202,"Matarredo de Abajo Kalea, nº8, 01307 Samaniego, Araba, España",4.8,N/A
3926,Descubre Rioja Alavesa en 3 días,relax,,,,experience,,,,,Euskadi,,old,in family,425420793.0,-25594214.0,"Rioja Alavesa, Ãlava, Spain",,,,,
3927,Deba: naturaleza y secretos milenarios,relax,,,,experience,,,,,Euskadi,,young,alone,,,,42.9628528,-2.5506745,"20530 Leintz Gatzaga, Gipuzkoa, España",3.5,N/A
3928,Roadtrip Zarautz Mutriku,relax,,,,experience,,,,,Euskadi,,adult,in family,43284771.0,-21713967.0,"20800 Zarautz, Gipuzkoa, Spain",,,,,
3929,"Mutriku, la atalaya al mar vasco",curious,,,,experience,,,43.3059287,-2.3872807,Euskadi,,young,in family,433059287.0,-23872807.0,"20830 Mutriku, Gipuzkoa, Spain",43.3074501,-2.3839196,"20830 Mutriku, Gipuzkoa, España",4.5,N/A
3930,Gorbeia te atrapará con todos los sentidos,curious,,,,experience,,,42.95637929999999,-2.8200531,Euskadi,,young,alone,43035.0,-277988.0,"Gorbea, 48144, Biscay, Spain",,,,,
3931,"Descubriendo las huellas de nuestros antepasados: dólmenes, crómlech y menhires",curious,,,,experience,,,43.318334,-1.9812313,Euskadi,,old,in family,,,,42.8397577,-2.2866197,"01200, Álava, España",4.7,N/A
3932,Senderismo por la costa de Gipuzkoa,curious,,,,experience,,,,,Euskadi,,old,in family,430756299.0,-22236667.0,"Gipuzkoa, Spain",43.3854414,-1.8187883,"20280 Hondarribia, Gipuzkoa, España",4.8,N/A
3933,Juego de los aromas,curious,,,,experience,,,42.5737862,-2.6277973,Euskadi,,old,alone,,,,,,,,
3934,Cuento Dolomitas: Una fábrica en Karrantza,curious,,,,experience,,,43.2396967,-3.3579252,Euskadi,,adult,in family,432223226.0,-33590446.0,"Karrantza, Biscay, Spain",43.2396967,-3.3579252,"48891, Biscay, España",4.6,N/A
3935,Dolomitas: Trivial en familia,curious,,,,experience,,,43.2223226,-3.3590446,Euskadi,,young,alone,464102117.0,118440351.0,"Dolomites, 32023 Rocca Pietore, Province of Belluno, Italy",,,,,
3936,Experiencia EGAK,relax,,,,experience,,,43.284771,-2.1713967,Euskadi,,old,alone,,,,43.2577895,-2.9231478,"Banco de España Kalea, 2, 48005 Bilbo, Bizkaia, España",4.4,N/A
3937,"Santurtzi, el Abra y la Ría de Bilbao",relax,,,,experience,,,43.3306424,-3.0307849,Euskadi,,old,alone,43328128.0,-30336586.0,"Santurtzi, Biscay, Spain",43.3273269,-3.0299689,"Pagazaurtundua Kalea, 5, 48980 Santurtzi, Bizkaia, España",4.7,N/A
3938,Salida en velero en familia,relax,,,,experience,,,,,Euskadi,,adult,alone,,,,43.32315,-1.988652,"Puero deportivo, 20003 Donostia-San Sebastian, Gipuzkoa, España",4.8,N/A
3939,Chillida y la cultura de la sidra,relax,,,,experience,,,,,Euskadi,,young,in family,,,,43.27863790000001,-1.9986099,"Jauregi Bailara, 66, 20120 Hernani, Gipuzkoa, España",4.7,N/A
3940,Sagardoetxea en familia,relax,,,,experience,,,,,Euskadi,,old,in groups,432812332.0,-19469672.0,"Kale Nagusia Kalea, 48, 20115 Astigarraga, Gipuzkoa, Spain",43.2812332,-1.9469672,"Kale Nagusia Kalea, 48, 20115 Astigarraga, Gipuzkoa, España",4.6,N/A
3941,Elabora tu mosto en familia,relax,,,,experience,,,43.281248,-1.9469666,Euskadi,,young,in couple,,,,,,,,
3942,Vive la experiencia del txotx,curious,,,,experience,,,43.318334,-1.9812313,Euskadi,,young,in couple,,,,43.2596354,-1.9945981,"Barrio Oztaran, 34 BAJO;ELUTXETA BASERRIA, 20130 Urnieta, Gipuzkoa, España",4.6,1
3943,Visita guiada Casco Histórico de Balmaseda,curious,,,,experience,,,43.1957285,-3.1937934,Euskadi,,adult,in family,431924561.0,-31986805.0,"48800 Balmaseda, Biscay, Spain",,,,,
3944,Basque design center,artsy,,,,experience,,,43.2082383,-3.0887042,Euskadi,,old,in couple,432066472.0,-30868641.0,"Barrio Lasier, 15 - A, 48840 GÃ¼eÃ±es, Vizcaya, Spain",43.2066472,-3.0868641,"Barrio Lasier, 15 - A, 48840 Gueñes, Biscay, España",4.5,N/A
3945,Kaitxo Coffee & Txokolate,curious,,,,experience,,,43.1861836,-3.2041642,Euskadi,,young,in family,,,,43.1860643,-3.2039894,"Encartaciones Hiribidea, 72, 48800 Balmaseda, Bizkaia, España",4.8,N/A
3946,Pastor por un día en Karrantza,curious,,,,experience,,,43.24734429999999,-3.3606194,Euskadi,,old,alone,432223226.0,-33590446.0,"Karrantza, Biscay, Spain",43.4637419,-3.7884396,"Av de la Reina Victoria, 37, 39004 Santander, Cantabria, España",4.2,N/A
3947,Poblado minero,curious,,,,experience,,,43.2845501,-3.0557419,Euskadi,,young,alone,,,,43.2783645,-3.0950208,"El Sauco Auzoa, 1, 48191, Bizkaia, España",4.5,N/A
3948,Avistamiento de cetáceos en barco,relax,,,,experience,,,43.4190626,-2.7200782,Euskadi,,young,in family,,,,43.3307543,-3.0306356,"48980 Santurtzi, Biscay, España",4.8,N/A
3949,Visita guiada a las marismas de Urdaibai,relax,,,,experience,,,43.3751205,-2.6976974,Euskadi,,adult,alone,,,,43.39253430000001,-2.6931957,"Axpe Auzoa, 141A, 48350, Bizkaia, España",4.6,N/A
3950,Visitas guiadas a Ekoetxea Urdaibai,relax,,,,experience,,,43.3751205,-2.6976974,Euskadi,,adult,in couple,433751205.0,-26976974.0,"Bo. San BartolomÃ©, 35, 48350, Vizcaya, Spain",43.3751205,-2.6976974,"Bo. San Bartolomé, 35, 48350, Biscay, España",4.6,N/A
3951,Laukariz,relax,,,,experience,,,,,Euskadi,,old,alone,433388405.0,-28504413.0,"48100 Laukariz, Bizkaia, Spain",43.3388405,-2.8504413,"48100 Laukariz, Vizcaya, España",N/A,N/A
3952,Bodega Gorka Izagirre,relax,,,,experience,,,43.26045518243844,-2.815665242480478,Euskadi,,young,in family,432606907.0,-28143012.0,"Legina auzoa s/n, 48195 Larrabetzu, Bizkaia, Spain",43.2606907,-2.8143012,"Legina auzoa s/n, 48195 Larrabetzu, Bizkaia, España",4.9,N/A
3953,Hiruzta Bodega,curious,,,,experience,,,43.3497306537249,-1.824228985241707,Euskadi,,adult,in family,433496417.0,-18241419.0,"BÂº Jaizubia 266, 20280 Hondarribia, Gipuzkoa, Spain",43.3496417,-1.8241419,"Bº Jaizubia 266, 20280 Hondarribia, Gipuzkoa, España",4.4,N/A
3954,Hika Bodega,curious,,,,experience,,,43.19028056833599,-2.044454463476573,Euskadi,,adult,in couple,431904045.0,-20444862.0,"Barrio Otelarre 40, 20150 Villabona, Gipuzkoa, Spain",43.1904045,-2.0444862,"Barrio Otelarre 40, 20150 Villabona, Gipuzkoa, España",4.7,N/A
3955,Bodegas Marqués de Riscal,curious,,,,experience,,,42.51114891459609,-2.619876275671396,Euskadi,,adult,in groups,425111808.0,-26198784.0,"C. Torrea Kalea, 1, 01340 Elciego, Ãlava, Spain",42.5111808,-2.6198784,"C. Torrea Kalea, 1, 01340 Eltziego, Álava, España",4.3,N/A
3956,Bodegas Ysios,relax,,,,experience,,,42.56881180462925,-2.590970088452149,Euskadi,,young,in couple,425688228.0,-25907558.0,"La Hoya Bidea, s/n, 01300, Araba, Spain",42.5688228,-2.5907558,"La Hoya Bidea, s/n, 01300, Araba, España",4.2,N/A
3957,Bodega Crusoe Treasure,relax,,,,experience,,,43.40719891881824,-2.946047528369136,Euskadi,,adult,in groups,434116794.0,-29444217.0,"Areatza Hiribidea, s/n, 48630 Plentzia, Bizkaia, Spain",43.4116794,-2.9444217,"Areatza Hiribidea, s/n, 48630 Plentzia, Bizkaia, España",4.4,N/A
3958,Ermita de La Antigua - Santa María de Zumarraga,history_freak,,,,historic_building,"Beloki Hiribidea, s/n",20700.0,43.09096533979687,-2.303607169311588,Euskadi,Zumarraga,old,in family,430909971.0,-23033239.0,"Beloki Hiribidea, 20700 Zumarraga, Gipuzkoa, Spain",43.0909971,-2.3033239,"Beloki Hiribidea, 20700 Zumarraga, Gipuzkoa, España",4.7,N/A
3959,Monasterio de Zenarruza,history_freak,,,,historic_building,CL Zenarruza 11,48279.0,43.24845524092432,-2.561749469311503,Euskadi,Ziortza-Bolibar,young,in groups,432481789.0,-25621203.0,"Lugar Barrio Goierria-Ziortza nÂº. 11, 48278 Cenarruza-BolÃ­bar, Vizcaya, Spain",43.2481789,-2.5621203,"Lugar Barrio Goierria-Ziortza nº. 11, 48278 Ziortza-Bolibar, Biscay, España",4.7,N/A
3960,Iglesia de San Antón,history_freak,,,,religious,"Ribera, 24",48005.0,43.25514474111061,-2.923216934418074,Euskadi,Bilbao,old,in family,404239566.0,-36986959.0,"C/ de Hortaleza, 63, 28004 Madrid, Spain",43.255305,-2.9232408,"Erribera Kalea, 24, 48005 Bilbo, Bizkaia, España",4.3,N/A
3961,Catedral de Santiago,history_freak,,,,historic_building,"Plaza de Santiago, 1",48005.0,43.25728112615832,-2.923877010475466,Euskadi,Bilbao,old,in couple,4288059620000000.0,-85446412.0,"Praza do Obradoiro, s/n, 15704 Santiago de Compostela, A CoruÃ±a, Spain",43.2573174,-2.9238412,"Done Jakue Plazatxoa, 1, 48005 Bilbo, Bizkaia, España",4.3,N/A
3962,Ermita de San Pelaio,history_freak,,,,historic_building,Barrio San Pelaio,48130.0,43.43742614499594,-2.783827059835864,Euskadi,Bakio,young,in family,434373401.0,-27839429.0,"Gibelorratzagako San Pelaio Auzoa, 74, 48130 Bakio, Bizkaia, Spain",43.4374014,-2.7839857,"Gibelorratzagako San Pelaio Auzoa, 74, 48130 Bakio, Bizkaia, España",4.4,N/A
3963,Basílica de Begoña,history_freak,,,,historic_building,"Calle Virgen de Begoña, 38",48006.0,43.25879028,-2.91408392,Euskadi,Bilbao,adult,in couple,432587739.0,-29141277.0,"BegoÃ±ako Andra Maria Kalea, 38, 48006 Bilbo, Bizkaia, Spain",43.2587739,-2.9141277,"Begoñako Andra Maria Kalea, 38, 48006 Bilbo, Bizkaia, España",4.6,N/A
